start_date,end_date,answer,pct
2/13/20,2/16/20,Trump,48
2/13/20,2/16/20,Buttigieg,45
2/13/20,2/16/20,Trump,46
2/13/20,2/16/20,Bloomberg,49
2/13/20,2/16/20,Trump,43
2/13/20,2/16/20,Klobuchar,42
2/13/20,2/16/20,Trump,46
2/13/20,2/16/20,Bloomberg,59
2/13/20,2/16/20,Trump,34
2/13/20,2/16/20,Sanders,58
2/13/20,2/16/20,Trump,37
2/13/20,2/16/20,Biden,57
2/13/20,2/16/20,Trump,37
2/13/20,2/16/20,Buttigieg,56
2/13/20,2/16/20,Trump,36
2/13/20,2/16/20,Warren,54
2/13/20,2/16/20,Trump,38
2/13/20,2/16/20,Klobuchar,52
2/13/20,2/16/20,Trump,37
2/13/20,2/16/20,Steyer,54
2/13/20,2/16/20,Trump,38
2/12/20,2/16/20,Sanders,52
2/12/20,2/16/20,Trump,35
2/12/20,2/16/20,Biden,52
2/12/20,2/16/20,Trump,34
2/12/20,2/16/20,Warren,49
2/12/20,2/16/20,Trump,36
2/12/20,2/16/20,Bloomberg,55
2/12/20,2/16/20,Trump,31
2/12/20,2/16/20,Buttigieg,47
2/12/20,2/16/20,Trump,34
2/12/20,2/16/20,Klobuchar,45
2/12/20,2/16/20,Trump,35
2/12/20,2/16/20,Sanders,53
2/12/20,2/16/20,Trump,36
2/12/20,2/16/20,Biden,53
2/12/20,2/16/20,Trump,35
2/12/20,2/16/20,Warren,50
2/12/20,2/16/20,Trump,36
2/12/20,2/16/20,Bloomberg,56
2/12/20,2/16/20,Trump,32
2/12/20,2/16/20,Buttigieg,48
2/12/20,2/16/20,Trump,36
2/12/20,2/16/20,Klobuchar,47
2/12/20,2/16/20,Trump,36
2/11/20,2/15/20,Biden,42
2/11/20,2/15/20,Trump,46
2/11/20,2/15/20,Sanders,44
2/11/20,2/15/20,Trump,46
2/11/20,2/15/20,Warren,40
2/11/20,2/15/20,Trump,47
2/11/20,2/15/20,Buttigieg,44
2/11/20,2/15/20,Trump,44
2/11/20,2/15/20,Klobuchar,39
2/11/20,2/15/20,Trump,46
2/11/20,2/15/20,Bloomberg,45
2/11/20,2/15/20,Trump,44
2/1/20,2/15/20,Biden,59.9
2/1/20,2/15/20,Trump,30.4
2/1/20,2/15/20,Warren,59.1
2/1/20,2/15/20,Trump,31.5
2/1/20,2/15/20,Sanders,61.4
2/1/20,2/15/20,Trump,31.1
2/1/20,2/15/20,Bloomberg,56.6
2/1/20,2/15/20,Trump,30.5
2/1/20,2/15/20,Buttigieg,57.2
2/1/20,2/15/20,Trump,30.8
2/10/20,2/13/20,Biden,34
2/10/20,2/13/20,Trump,62
2/10/20,2/13/20,Sanders,34
2/10/20,2/13/20,Trump,63
2/10/20,2/13/20,Buttigieg,35
2/10/20,2/13/20,Trump,61
2/8/20,2/10/20,Sanders,43.7
2/8/20,2/10/20,Trump,46.9
2/8/20,2/10/20,Warren,40.5
2/8/20,2/10/20,Trump,46.8
2/8/20,2/10/20,Biden,43.5
2/8/20,2/10/20,Trump,45.9
2/8/20,2/10/20,Buttigieg,46.1
2/8/20,2/10/20,Trump,45.3
2/7/20,2/10/20,Biden,44
2/7/20,2/10/20,Trump,42
2/7/20,2/10/20,Sanders,45
2/7/20,2/10/20,Trump,41
2/7/20,2/10/20,Bloomberg,45
2/7/20,2/10/20,Trump,41
2/7/20,2/10/20,Warren,42
2/7/20,2/10/20,Trump,42
2/7/20,2/10/20,Buttigieg,41
2/7/20,2/10/20,Trump,41
2/5/20,2/9/20,Biden,50
2/5/20,2/9/20,Trump,43
2/5/20,2/9/20,Sanders,51
2/5/20,2/9/20,Trump,43
2/5/20,2/9/20,Warren,48
2/5/20,2/9/20,Trump,44
2/5/20,2/9/20,Buttigieg,47
2/5/20,2/9/20,Trump,43
2/5/20,2/9/20,Klobuchar,49
2/5/20,2/9/20,Trump,43
2/5/20,2/9/20,Bloomberg,51
2/5/20,2/9/20,Trump,42
2/4/20,2/9/20,Bloomberg,46
2/4/20,2/9/20,Trump,41
2/4/20,2/9/20,Biden,45
2/4/20,2/9/20,Trump,42
2/4/20,2/9/20,Sanders,45
2/4/20,2/9/20,Trump,43
2/4/20,2/9/20,Warren,43
2/4/20,2/9/20,Trump,43
2/4/20,2/9/20,Buttigieg,43
2/4/20,2/9/20,Trump,42
1/31/20,2/9/20,Biden,43
1/31/20,2/9/20,Trump,47
1/31/20,2/9/20,Warren,44
1/31/20,2/9/20,Trump,47
1/31/20,2/9/20,Sanders,45
1/31/20,2/9/20,Trump,47
1/31/20,2/9/20,Buttigieg,42
1/31/20,2/9/20,Trump,47
1/31/20,2/9/20,Bloomberg,41
1/31/20,2/9/20,Trump,46
1/31/20,2/9/20,Klobuchar,41
1/31/20,2/9/20,Trump,46
1/31/20,2/9/20,Yang,43
1/31/20,2/9/20,Trump,45
2/4/20,2/6/20,Warren,35
2/4/20,2/6/20,Trump,62
2/4/20,2/6/20,Bloomberg,40
2/4/20,2/6/20,Trump,54
2/4/20,2/6/20,Buttigieg,37
2/4/20,2/6/20,Trump,58
2/4/20,2/6/20,Biden,38
2/4/20,2/6/20,Trump,58
2/4/20,2/6/20,Sanders,37
2/4/20,2/6/20,Trump,60
1/30/20,2/6/20,Biden,43
1/30/20,2/6/20,Trump,51
1/30/20,2/6/20,Sanders,43
1/30/20,2/6/20,Trump,53
1/30/20,2/6/20,Bloomberg,43
1/30/20,2/6/20,Trump,50
1/30/20,2/6/20,Warren,41
1/30/20,2/6/20,Trump,53
2/4/20,2/5/20,Biden,45
2/4/20,2/5/20,Trump,49
2/4/20,2/5/20,Sanders,45
2/4/20,2/5/20,Trump,48
1/31/20,2/2/20,Biden,40
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Sanders,40
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Steyer,39
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Warren,36
1/31/20,2/2/20,Trump,54
1/31/20,2/2/20,Buttigieg,34
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Yang,34
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Klobuchar,32
1/31/20,2/2/20,Trump,52
1/31/20,2/2/20,Bloomberg,33
1/31/20,2/2/20,Trump,53
1/30/20,2/2/20,Sanders,47.2
1/30/20,2/2/20,Trump,44.9
1/30/20,2/2/20,Warren,42.5
1/30/20,2/2/20,Trump,45.7
1/30/20,2/2/20,Biden,45.8
1/30/20,2/2/20,Trump,45.4
1/30/20,2/2/20,Buttigieg,44.6
1/30/20,2/2/20,Trump,44.3
1/30/20,2/2/20,Bloomberg,43.2
1/30/20,2/2/20,Trump,44.6
1/27/20,2/2/20,Bloomberg,47
1/27/20,2/2/20,Trump,40
1/27/20,2/2/20,Biden,46
1/27/20,2/2/20,Trump,42
1/27/20,2/2/20,Sanders,46
1/27/20,2/2/20,Trump,42
1/27/20,2/2/20,Warren,43
1/27/20,2/2/20,Trump,42
1/27/20,2/2/20,Buttigieg,42
1/27/20,2/2/20,Trump,41
1/28/20,2/1/20,Biden,34
1/28/20,2/1/20,Trump,59
1/28/20,2/1/20,Sanders,32
1/28/20,2/1/20,Trump,61
1/28/20,2/1/20,Klobuchar,33
1/28/20,2/1/20,Trump,59
1/28/20,2/1/20,Bloomberg,32
1/28/20,2/1/20,Trump,59
1/28/20,2/1/20,Warren,31
1/28/20,2/1/20,Trump,62
1/28/20,2/1/20,Buttigieg,31
1/28/20,2/1/20,Trump,59
1/28/20,2/1/20,Biden,38
1/28/20,2/1/20,Trump,57
1/28/20,2/1/20,Sanders,35
1/28/20,2/1/20,Trump,60
1/28/20,2/1/20,Klobuchar,36
1/28/20,2/1/20,Trump,57
1/28/20,2/1/20,Bloomberg,36
1/28/20,2/1/20,Trump,56
1/28/20,2/1/20,Warren,34
1/28/20,2/1/20,Trump,59
1/28/20,2/1/20,Buttigieg,34
1/28/20,2/1/20,Trump,57
1/28/20,1/30/20,Biden,39
1/28/20,1/30/20,Trump,55
1/28/20,1/30/20,Sanders,37
1/28/20,1/30/20,Trump,57
1/28/20,1/30/20,Warren,36
1/28/20,1/30/20,Trump,57
1/28/20,1/30/20,Buttigieg,38
1/28/20,1/30/20,Trump,55
1/28/20,1/30/20,Bloomberg,39
1/28/20,1/30/20,Trump,54
1/23/20,1/30/20,Biden,49
1/23/20,1/30/20,Trump,48
1/23/20,1/30/20,Sanders,47
1/23/20,1/30/20,Trump,49
1/23/20,1/30/20,Warren,46
1/23/20,1/30/20,Trump,50
1/23/20,1/30/20,Buttigieg,45
1/23/20,1/30/20,Trump,48
1/23/20,1/30/20,Bloomberg,48
1/23/20,1/30/20,Trump,47
1/21/20,1/30/20,Warren,37
1/21/20,1/30/20,Trump,46
1/21/20,1/30/20,Biden,42
1/21/20,1/30/20,Trump,44
1/21/20,1/30/20,Bloomberg,42
1/21/20,1/30/20,Trump,45
1/21/20,1/30/20,Sanders,39
1/21/20,1/30/20,Trump,45
1/21/20,1/30/20,Buttigieg,34
1/21/20,1/30/20,Trump,46
1/21/20,1/30/20,Klobuchar,35
1/21/20,1/30/20,Trump,45
1/21/20,1/30/20,Steyer,32
1/21/20,1/30/20,Trump,46
1/21/20,1/30/20,Warren,41
1/21/20,1/30/20,Trump,48
1/21/20,1/30/20,Biden,44
1/21/20,1/30/20,Trump,46
1/21/20,1/30/20,Bloomberg,44
1/21/20,1/30/20,Trump,47
1/21/20,1/30/20,Sanders,42
1/21/20,1/30/20,Trump,47
1/21/20,1/30/20,Buttigieg,37
1/21/20,1/30/20,Trump,47
1/21/20,1/30/20,Klobuchar,38
1/21/20,1/30/20,Trump,46
1/21/20,1/30/20,Steyer,36
1/21/20,1/30/20,Trump,47
1/26/20,1/29/20,Biden,50
1/26/20,1/29/20,Trump,44
1/26/20,1/29/20,Warren,48
1/26/20,1/29/20,Trump,45
1/26/20,1/29/20,Sanders,49
1/26/20,1/29/20,Trump,45
1/26/20,1/29/20,Buttigieg,46
1/26/20,1/29/20,Trump,45
1/15/20,1/28/20,Biden,49
1/15/20,1/28/20,Trump,40
1/15/20,1/28/20,Sanders,47
1/15/20,1/28/20,Trump,40
1/15/20,1/28/20,Warren,45
1/15/20,1/28/20,Trump,41
1/15/20,1/28/20,Buttigieg,43
1/15/20,1/28/20,Trump,40
1/15/20,1/28/20,Klobuchar,42
1/15/20,1/28/20,Trump,40
1/20/20,1/26/20,Biden,47
1/20/20,1/26/20,Trump,41
1/20/20,1/26/20,Sanders,46
1/20/20,1/26/20,Trump,41
1/20/20,1/26/20,Bloomberg,45
1/20/20,1/26/20,Trump,41
1/20/20,1/26/20,Buttigieg,43
1/20/20,1/26/20,Trump,41
1/20/20,1/26/20,Warren,43
1/20/20,1/26/20,Trump,43
1/22/20,1/24/20,Biden,45
1/22/20,1/24/20,Trump,50
1/21/20,1/23/20,Biden,50.4
1/21/20,1/23/20,Trump,49.6
1/21/20,1/23/20,Sanders,51.4
1/21/20,1/23/20,Trump,48.6
1/21/20,1/23/20,Warren,49.6
1/21/20,1/23/20,Trump,50.4
1/21/20,1/23/20,Buttigieg,49.1
1/21/20,1/23/20,Trump,50.9
1/20/20,1/23/20,Biden,51
1/20/20,1/23/20,Trump,44
1/20/20,1/23/20,Sanders,52
1/20/20,1/23/20,Trump,44
1/20/20,1/23/20,Warren,50
1/20/20,1/23/20,Trump,45
1/20/20,1/23/20,Bloomberg,51
1/20/20,1/23/20,Trump,43
1/20/20,1/23/20,Buttigieg,46
1/20/20,1/23/20,Trump,45
1/20/20,1/23/20,Klobuchar,49
1/20/20,1/23/20,Trump,44
1/20/20,1/23/20,Biden,50
1/20/20,1/23/20,Trump,46
1/20/20,1/23/20,Sanders,49
1/20/20,1/23/20,Trump,47
1/20/20,1/23/20,Warren,48
1/20/20,1/23/20,Trump,48
1/20/20,1/23/20,Bloomberg,49
1/20/20,1/23/20,Trump,46
1/20/20,1/23/20,Buttigieg,45
1/20/20,1/23/20,Trump,48
1/20/20,1/23/20,Klobuchar,48
1/20/20,1/23/20,Trump,47
1/20/20,1/23/20,Buttigieg,44
1/20/20,1/23/20,Trump,45
1/20/20,1/23/20,Biden,44
1/20/20,1/23/20,Trump,46
1/20/20,1/23/20,Klobuchar,41
1/20/20,1/23/20,Trump,46
1/20/20,1/23/20,Warren,42
1/20/20,1/23/20,Trump,47
1/20/20,1/23/20,Sanders,42
1/20/20,1/23/20,Trump,48
1/20/20,1/23/20,Bloomberg,39
1/20/20,1/23/20,Trump,47
1/20/20,1/23/20,Biden,51
1/20/20,1/23/20,Trump,43
1/20/20,1/23/20,Warren,48
1/20/20,1/23/20,Trump,44
1/20/20,1/23/20,Sanders,51
1/20/20,1/23/20,Trump,43
1/20/20,1/23/20,Buttigieg,51
1/20/20,1/23/20,Trump,41
1/20/20,1/22/20,Biden,43
1/20/20,1/22/20,Trump,50
1/20/20,1/22/20,Warren,41
1/20/20,1/22/20,Trump,51
1/19/20,1/22/20,Biden,50
1/19/20,1/22/20,Trump,41
1/19/20,1/22/20,Warren,47
1/19/20,1/22/20,Trump,42
1/19/20,1/22/20,Sanders,48
1/19/20,1/22/20,Trump,42
1/19/20,1/22/20,Buttigieg,45
1/19/20,1/22/20,Trump,41
1/19/20,1/22/20,Bloomberg,49
1/19/20,1/22/20,Trump,41
1/19/20,1/22/20,Klobuchar,43
1/19/20,1/22/20,Trump,42
1/15/20,1/22/20,Biden,31
1/15/20,1/22/20,Trump,49
1/15/20,1/22/20,Sanders,31
1/15/20,1/22/20,Trump,50
1/15/20,1/22/20,Warren,28
1/15/20,1/22/20,Trump,50
1/15/20,1/22/20,Buttigieg,25
1/15/20,1/22/20,Trump,48
1/15/20,1/22/20,Klobuchar,23
1/15/20,1/22/20,Trump,49
1/15/20,1/22/20,Bloomberg,32
1/15/20,1/22/20,Trump,45
1/16/20,1/21/20,Biden,55.9
1/16/20,1/21/20,Trump,40.2
1/16/20,1/21/20,Warren,49.3
1/16/20,1/21/20,Trump,46.1
1/16/20,1/21/20,Sanders,47.1
1/16/20,1/21/20,Trump,46.3
1/16/20,1/21/20,Buttigieg,50
1/16/20,1/21/20,Trump,44.9
1/16/20,1/21/20,Bloomberg,48
1/16/20,1/21/20,Trump,47.1
1/16/20,1/21/20,Warren,38
1/16/20,1/21/20,Trump,56
1/16/20,1/21/20,Biden,40
1/16/20,1/21/20,Trump,54
1/16/20,1/21/20,Sanders,40
1/16/20,1/21/20,Trump,55
1/16/20,1/21/20,Buttigieg,36
1/16/20,1/21/20,Trump,56
1/16/20,1/19/20,Biden,53
1/16/20,1/19/20,Trump,44
1/16/20,1/19/20,Bloomberg,52
1/16/20,1/19/20,Trump,43
1/16/20,1/19/20,Buttigieg,49
1/16/20,1/19/20,Trump,45
1/16/20,1/19/20,Klobuchar,48
1/16/20,1/19/20,Trump,45
1/16/20,1/19/20,Sanders,52
1/16/20,1/19/20,Trump,45
1/16/20,1/19/20,Warren,50
1/16/20,1/19/20,Trump,45
1/15/20,1/19/20,Biden,46
1/15/20,1/19/20,Trump,41
1/15/20,1/19/20,Sanders,45
1/15/20,1/19/20,Trump,42
1/15/20,1/19/20,Warren,44
1/15/20,1/19/20,Trump,42
1/15/20,1/19/20,Bloomberg,43
1/15/20,1/19/20,Trump,42
1/15/20,1/19/20,Buttigieg,41
1/15/20,1/19/20,Trump,42
1/10/20,1/19/20,Biden,46
1/10/20,1/19/20,Trump,51
1/10/20,1/19/20,Warren,43
1/10/20,1/19/20,Trump,50
1/10/20,1/19/20,Sanders,47
1/10/20,1/19/20,Trump,50
1/10/20,1/19/20,Buttigieg,43
1/10/20,1/19/20,Trump,51
1/9/20,1/19/20,Sanders,47
1/9/20,1/19/20,Trump,41
1/9/20,1/19/20,Sanders,45
1/9/20,1/19/20,Trump,43
1/15/20,1/16/20,Biden,46
1/15/20,1/16/20,Trump,46
1/15/20,1/16/20,Sanders,45
1/15/20,1/16/20,Trump,47
1/15/20,1/16/20,Warren,42
1/15/20,1/16/20,Trump,47
1/15/20,1/16/20,Klobuchar,40
1/15/20,1/16/20,Trump,47
1/15/20,1/16/20,Buttigieg,41
1/15/20,1/16/20,Trump,46
1/15/20,1/16/20,Bloomberg,45
1/15/20,1/16/20,Trump,43
1/14/20,1/16/20,Biden,50
1/14/20,1/16/20,Trump,43
1/14/20,1/16/20,Buttigieg,47
1/14/20,1/16/20,Trump,44
1/14/20,1/16/20,Warren,48
1/14/20,1/16/20,Trump,45
1/14/20,1/16/20,Sanders,52
1/14/20,1/16/20,Trump,43
1/14/20,1/16/20,Bloomberg,49
1/14/20,1/16/20,Trump,42
1/14/20,1/16/20,Klobuchar,43
1/14/20,1/16/20,Trump,45
1/14/20,1/16/20,Yang,46
1/14/20,1/16/20,Trump,44
1/14/20,1/16/20,Steyer,44
1/14/20,1/16/20,Trump,44
1/14/20,1/16/20,Gabbard,39
1/14/20,1/16/20,Trump,44
1/14/20,1/16/20,Biden,59
1/14/20,1/16/20,Trump,35
1/14/20,1/16/20,Buttigieg,53
1/14/20,1/16/20,Trump,37
1/14/20,1/16/20,Warren,55
1/14/20,1/16/20,Trump,39
1/14/20,1/16/20,Sanders,59
1/14/20,1/16/20,Trump,36
1/14/20,1/16/20,Bloomberg,56
1/14/20,1/16/20,Trump,36
1/14/20,1/16/20,Klobuchar,50
1/14/20,1/16/20,Trump,38
1/14/20,1/16/20,Yang,53
1/14/20,1/16/20,Trump,37
1/14/20,1/16/20,Steyer,53
1/14/20,1/16/20,Trump,37
1/14/20,1/16/20,Gabbard,43
1/14/20,1/16/20,Trump,38
1/14/20,1/16/20,Biden,47
1/14/20,1/16/20,Trump,46
1/14/20,1/16/20,Sanders,47
1/14/20,1/16/20,Trump,47
1/9/20,1/12/20,Biden,50
1/9/20,1/12/20,Trump,44
1/9/20,1/12/20,Sanders,50
1/9/20,1/12/20,Trump,45
1/9/20,1/12/20,Warren,48
1/9/20,1/12/20,Trump,45
1/9/20,1/12/20,Buttigieg,47
1/9/20,1/12/20,Trump,43
1/9/20,1/12/20,Bloomberg,49
1/9/20,1/12/20,Trump,42
1/9/20,1/12/20,Biden,51.4
1/9/20,1/12/20,Trump,48.6
1/9/20,1/12/20,Sanders,52.9
1/9/20,1/12/20,Trump,47.1
1/9/20,1/12/20,Buttigieg,50
1/9/20,1/12/20,Trump,50
1/9/20,1/12/20,Warren,50.8
1/9/20,1/12/20,Trump,49.2
1/8/20,1/12/20,Biden,49
1/8/20,1/12/20,Trump,45
1/8/20,1/12/20,Sanders,47
1/8/20,1/12/20,Trump,46
1/8/20,1/12/20,Warren,45
1/8/20,1/12/20,Trump,48
1/8/20,1/12/20,Buttigieg,44
1/8/20,1/12/20,Trump,46
1/6/20,1/12/20,Biden,46
1/6/20,1/12/20,Trump,41
1/6/20,1/12/20,Sanders,46
1/6/20,1/12/20,Trump,42
1/6/20,1/12/20,Warren,43
1/6/20,1/12/20,Trump,41
1/6/20,1/12/20,Bloomberg,43
1/6/20,1/12/20,Trump,42
1/6/20,1/12/20,Buttigieg,42
1/6/20,1/12/20,Trump,42
1/3/20,1/12/20,Biden,45
1/3/20,1/12/20,Trump,49
1/3/20,1/12/20,Warren,43
1/3/20,1/12/20,Trump,50
1/3/20,1/12/20,Bloomberg,44
1/3/20,1/12/20,Trump,49
1/3/20,1/12/20,Buttigieg,43
1/3/20,1/12/20,Trump,50
1/3/20,1/11/20,Biden,48
1/3/20,1/11/20,Trump,46
1/3/20,1/11/20,Sanders,48
1/3/20,1/11/20,Trump,47
1/3/20,1/11/20,Warren,46
1/3/20,1/11/20,Trump,47
1/3/20,1/11/20,Buttigieg,47
1/3/20,1/11/20,Trump,46
1/3/20,1/11/20,Bloomberg,47
1/3/20,1/11/20,Trump,45
1/7/20,1/9/20,Biden,31
1/7/20,1/9/20,Trump,66
1/7/20,1/9/20,Sanders,29
1/7/20,1/9/20,Trump,66
1/7/20,1/9/20,Biden,38
1/7/20,1/9/20,Trump,59
1/7/20,1/9/20,Sanders,37
1/7/20,1/9/20,Trump,59
1/5/20,1/8/20,Biden,47
1/5/20,1/8/20,Trump,39
1/5/20,1/8/20,Sanders,46
1/5/20,1/8/20,Trump,41
1/5/20,1/8/20,Warren,43
1/5/20,1/8/20,Trump,42
1/5/20,1/8/20,Buttigieg,41
1/5/20,1/8/20,Trump,40
1/5/20,1/8/20,Biden,46
1/5/20,1/8/20,Trump,41
1/5/20,1/8/20,Sanders,46
1/5/20,1/8/20,Trump,42
1/5/20,1/8/20,Warren,44
1/5/20,1/8/20,Trump,42
1/5/20,1/8/20,Buttigieg,42
1/5/20,1/8/20,Trump,41
1/3/20,1/7/20,Biden,50.1
1/3/20,1/7/20,Trump,43.2
1/3/20,1/7/20,Sanders,49
1/3/20,1/7/20,Trump,44.8
1/3/20,1/7/20,Warren,45.7
1/3/20,1/7/20,Trump,44
1/3/20,1/7/20,Buttigieg,45
1/3/20,1/7/20,Trump,43.2
1/3/20,1/7/20,Bloomberg,47.2
1/3/20,1/7/20,Trump,41.2
1/3/20,1/6/20,Biden,54.3
1/3/20,1/6/20,Trump,45.7
1/3/20,1/6/20,Sanders,58.8
1/3/20,1/6/20,Trump,41.2
1/3/20,1/6/20,Warren,54.3
1/3/20,1/6/20,Trump,45.7
1/3/20,1/6/20,Buttigieg,55.2
1/3/20,1/6/20,Trump,44.8
12/30/19,1/5/20,Biden,46
12/30/19,1/5/20,Trump,40
12/30/19,1/5/20,Sanders,44
12/30/19,1/5/20,Trump,42
12/30/19,1/5/20,Bloomberg,43
12/30/19,1/5/20,Trump,41
12/30/19,1/5/20,Buttigieg,42
12/30/19,1/5/20,Trump,41
12/30/19,1/5/20,Warren,42
12/30/19,1/5/20,Trump,43
1/2/20,1/4/20,Biden,46
1/2/20,1/4/20,Trump,46
1/2/20,1/4/20,Buttigieg,44
1/2/20,1/4/20,Trump,47
1/2/20,1/4/20,Sanders,46
1/2/20,1/4/20,Trump,47
1/2/20,1/4/20,Warren,45
1/2/20,1/4/20,Trump,47
12/16/19,1/2/20,Sanders,52.3
12/16/19,1/2/20,Trump,35.2
12/16/19,1/2/20,Biden,51.7
12/16/19,1/2/20,Trump,32.3
12/16/19,1/2/20,Warren,48.8
12/16/19,1/2/20,Trump,35.7
12/16/19,1/2/20,Buttigieg,46.9
12/16/19,1/2/20,Trump,33.4
12/29/19,12/31/19,Biden,46
12/29/19,12/31/19,Trump,49
12/29/19,12/31/19,Buttigieg,47
12/29/19,12/31/19,Trump,48
12/29/19,12/31/19,Sanders,44
12/29/19,12/31/19,Trump,49
12/29/19,12/31/19,Warren,44
12/29/19,12/31/19,Trump,49
12/19/19,12/23/19,Biden,44
12/19/19,12/23/19,Trump,51
12/19/19,12/23/19,Warren,40
12/19/19,12/23/19,Trump,54
12/19/19,12/23/19,Sanders,42
12/19/19,12/23/19,Trump,52
12/19/19,12/23/19,Buttigieg,43
12/19/19,12/23/19,Trump,52
12/18/19,12/19/19,Biden,39
12/18/19,12/19/19,Trump,35
12/18/19,12/19/19,Sanders,40
12/18/19,12/19/19,Trump,36
12/18/19,12/19/19,Warren,38
12/18/19,12/19/19,Trump,36
12/18/19,12/19/19,Buttigieg,35
12/18/19,12/19/19,Trump,36
12/18/19,12/19/19,Bloomberg,36
12/18/19,12/19/19,Trump,35
12/18/19,12/19/19,Biden,37
12/18/19,12/19/19,Trump,36
12/18/19,12/19/19,Sanders,39
12/18/19,12/19/19,Trump,37
12/18/19,12/19/19,Warren,36
12/18/19,12/19/19,Trump,38
12/16/19,12/17/19,Obama,48
12/16/19,12/17/19,Trump,45
12/15/19,12/17/19,Biden,51.6
12/15/19,12/17/19,Trump,48.4
12/15/19,12/17/19,Sanders,52.1
12/15/19,12/17/19,Trump,47.9
12/15/19,12/17/19,Warren,50.9
12/15/19,12/17/19,Trump,49.1
12/15/19,12/17/19,Buttigieg,49.8
12/15/19,12/17/19,Trump,50.2
12/12/19,12/16/19,Biden,49
12/12/19,12/16/19,Trump,45
12/12/19,12/16/19,Warren,44
12/12/19,12/16/19,Trump,48
12/12/19,12/16/19,Sanders,45
12/12/19,12/16/19,Trump,51
12/12/19,12/16/19,Buttigieg,45
12/12/19,12/16/19,Trump,47
12/11/19,12/16/19,Biden,47
12/11/19,12/16/19,Trump,45
12/11/19,12/16/19,Warren,42
12/11/19,12/16/19,Trump,51
12/11/19,12/16/19,Sanders,44
12/11/19,12/16/19,Trump,49
12/11/19,12/16/19,Buttigieg,45
12/11/19,12/16/19,Trump,49
12/12/19,12/15/19,Biden,49
12/12/19,12/15/19,Trump,44
12/12/19,12/15/19,Buttigieg,45
12/12/19,12/15/19,Trump,46
12/12/19,12/15/19,Sanders,49
12/12/19,12/15/19,Trump,45
12/12/19,12/15/19,Warren,47
12/12/19,12/15/19,Trump,46
12/10/19,12/14/19,Biden,40.6
12/10/19,12/14/19,Trump,44
12/10/19,12/14/19,Sanders,38.6
12/10/19,12/14/19,Trump,44.2
12/10/19,12/14/19,Warren,37.3
12/10/19,12/14/19,Trump,44.9
12/10/19,12/14/19,Buttigieg,32.7
12/10/19,12/14/19,Trump,43
12/10/19,12/14/19,Bloomberg,34
12/10/19,12/14/19,Trump,42.7
12/5/19,12/14/19,Biden,50
12/5/19,12/14/19,Trump,45
12/5/19,12/14/19,Sanders,47
12/5/19,12/14/19,Trump,48
12/5/19,12/14/19,Warren,44
12/5/19,12/14/19,Trump,49
12/5/19,12/14/19,Buttigieg,44
12/5/19,12/14/19,Trump,46
12/5/19,12/14/19,Bloomberg,46
12/5/19,12/14/19,Trump,47
12/5/19,12/14/19,Clinton,43
12/5/19,12/14/19,Trump,49
12/2/19,12/13/19,Biden,48
12/2/19,12/13/19,Trump,44
12/2/19,12/13/19,Warren,44
12/2/19,12/13/19,Trump,47
12/2/19,12/13/19,Sanders,46
12/2/19,12/13/19,Trump,46
12/2/19,12/13/19,Biden,47
12/2/19,12/13/19,Trump,46
12/2/19,12/13/19,Warren,44
12/2/19,12/13/19,Trump,48
12/2/19,12/13/19,Sanders,45
12/2/19,12/13/19,Trump,47
12/2/19,12/13/19,Biden,49
12/2/19,12/13/19,Trump,46
12/2/19,12/13/19,Warren,47
12/2/19,12/13/19,Trump,47
12/2/19,12/13/19,Sanders,45
12/2/19,12/13/19,Trump,48
12/8/19,12/11/19,Biden,48
12/8/19,12/11/19,Trump,41
12/8/19,12/11/19,Warren,46
12/8/19,12/11/19,Trump,45
12/8/19,12/11/19,Sanders,49
12/8/19,12/11/19,Trump,43
12/8/19,12/11/19,Buttigieg,43
12/8/19,12/11/19,Trump,42
12/8/19,12/11/19,Bloomberg,45
12/8/19,12/11/19,Trump,40
12/7/19,12/10/19,Biden,45
12/7/19,12/10/19,Trump,49
12/7/19,12/10/19,Sanders,42.5
12/7/19,12/10/19,Trump,49.7
12/7/19,12/10/19,Warren,42.8
12/7/19,12/10/19,Trump,50.1
12/7/19,12/10/19,Buttigieg,45.4
12/7/19,12/10/19,Trump,46.1
12/4/19,12/9/19,Biden,51
12/4/19,12/9/19,Trump,42
12/4/19,12/9/19,Sanders,51
12/4/19,12/9/19,Trump,43
12/4/19,12/9/19,Warren,50
12/4/19,12/9/19,Trump,43
12/4/19,12/9/19,Buttigieg,48
12/4/19,12/9/19,Trump,43
12/4/19,12/9/19,Klobuchar,47
12/4/19,12/9/19,Trump,43
12/4/19,12/9/19,Bloomberg,48
12/4/19,12/9/19,Trump,42
12/4/19,12/9/19,Biden,47
12/4/19,12/9/19,Trump,48
12/4/19,12/9/19,Buttigieg,43
12/4/19,12/9/19,Trump,50
12/4/19,12/9/19,Sanders,43
12/4/19,12/9/19,Trump,50
12/4/19,12/9/19,Warren,44
12/4/19,12/9/19,Trump,51
12/5/19,12/8/19,Biden,45
12/5/19,12/8/19,Trump,46
